Family,Genus,Species,Virus name(s),Genome composition,Host source
Marnaviridae,Locarnavirus,Jericarnavirus B,Marine RNA virus JP-B,ssRNA(+),marine (S)
Marnaviridae,Locarnavirus,Sanfarnavirus 1,Marine RNA virus SF-1,ssRNA(+),marine (S)
Marnaviridae,Locarnavirus,Sanfarnavirus 2,Marine RNA virus SF-2,ssRNA(+),marine (S)
Marnaviridae,Locarnavirus,Sanfarnavirus 3,Marine RNA virus SF-3,ssRNA(+),marine (S)
Marnaviridae,Marnavirus,Heterosigma akashiwo RNA virus,Heterosigma akashiwo RNA virus,ssRNA(+),algae
Marnaviridae,Salisharnavirus,Britarnavirus 1,Marine RNA virus BC-1,ssRNA(+),marine (S)
Marnaviridae,Salisharnavirus,Britarnavirus 4,Marine RNA virus BC-4,ssRNA(+),marine (S)
Marnaviridae,Salisharnavirus,Palmarnavirus 128,Marine RNA virus PAL128,ssRNA(+),marine (S)
Marnaviridae,Salisharnavirus,Palmarnavirus 473,Marine RNA virus PAL473,ssRNA(+),marine (S)
Marnaviridae,Sogarnavirus,Britarnavirus 2,Marine RNA virus BC-2,ssRNA(+),marine (S)
Marnaviridae,Sogarnavirus,Britarnavirus 3,Marine RNA virus BC-3,ssRNA(+),marine (S)
Marnaviridae,Sogarnavirus,Chaetarnavirus 2,Chaetoceros species RNA virus 02,ssRNA(+),algae
Marnaviridae,Sogarnavirus,Chaetenuissarnavirus II,Chaetoceros tenuissimus RNA virus type II,ssRNA(+),algae
Marnaviridae,Sogarnavirus,Jericarnavirus A,Marine RNA virus JP-A,ssRNA(+),marine (S)
Marnaviridae,Sogarnavirus,Palmarnavirus 156,Marine RNA virus PAL156,ssRNA(+),marine (S)
Picornaviridae,Ailurivirus,Ailurivirus A,ailurivirus A1; aimelvirus 1,ssRNA(+),vertebrates
Picornaviridae,Aphthovirus,Bovine rhinitis A virus,bovine rhinitis A virus 1,ssRNA(+),vertebrates
Picornaviridae,Aphthovirus,Bovine rhinitis A virus,bovine rhinitis A virus 2,ssRNA(+),vertebrates
Picornaviridae,Aphthovirus,Bovine rhinitis B virus,bovine rhinitis B virus 1,ssRNA(+),vertebrates
Picornaviridae,Aphthovirus,Bovine rhinitis B virus,bovine rhinitis B virus 2,ssRNA(+),vertebrates
Picornaviridae,Aphthovirus,Bovine rhinitis B virus,bovine rhinitis B virus 3,ssRNA(+),vertebrates
Picornaviridae,Aphthovirus,Bovine rhinitis B virus,bovine rhinitis B virus 4,ssRNA(+),vertebrates
Picornaviridae,Aphthovirus,Bovine rhinitis B virus,bovine rhinitis B virus 5,ssRNA(+),vertebrates
Picornaviridae,Aphthovirus,Equine rhinitis A virus,equine rhinitis A virus,ssRNA(+),vertebrates
Picornaviridae,Aphthovirus,Foot-and-mouth disease virus,foot-and-mouth disease virus O,ssRNA(+),vertebrates
Picornaviridae,Aphthovirus,Foot-and-mouth disease virus,foot-and-mouth disease virus A,ssRNA(+),vertebrates
Picornaviridae,Aphthovirus,Foot-and-mouth disease virus,foot-and-mouth disease virus C,ssRNA(+),vertebrates
Picornaviridae,Aphthovirus,Foot-and-mouth disease virus,foot-and-mouth disease virus Asia1,ssRNA(+),vertebrates
Picornaviridae,Aphthovirus,Foot-and-mouth disease virus,foot-and-mouth disease virus SAT1,ssRNA(+),vertebrates
Picornaviridae,Aphthovirus,Foot-and-mouth disease virus,foot-and-mouth disease virus SAT2,ssRNA(+),vertebrates
Picornaviridae,Aphthovirus,Foot-and-mouth disease virus,foot-and-mouth disease virus SAT3,ssRNA(+),vertebrates
Picornaviridae,Bopivirus,Bopivirus A,bopivirus A1; bovine picornavirus,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus A,cardiovirus A1; encephalomyocarditis virus 1,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus A,cardiovirus A2; encephalomyocarditis virus 2,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus B,cardiovirus B1; Theiler's murine encephalomyeltits virus,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus B,cardiovirus B1; Theiler's murine encephalomyeltits virus,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus B,cardiovirus B1; Theiler's murine encephalomyeltits virus,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus B,cardiovirus B2; Vilyuisk human encephalomyelitis virus,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus B,cardiovirus B3,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus B,cardiovirus B4; theravirus,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus B,cardiovirus B5,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus C,cardiovirus C1; Boone cardiovirus 1,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus C,cardiovirus C2; Boone cardiovirus 2,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus C,cardiovirus C3,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus D,cardiovirus D1; Saffold virus 1,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus D,Saffold virus 2,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus D,Saffold virus 3,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus D,Saffold virus 4,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus D,Saffold virus 5,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus D,Saffold virus 6,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus D,Saffold virus 7,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus D,Saffold virus 8,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus D,Saffold virus 9,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus D,Saffold virus 10,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus D,Saffold virus 11,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus E,cardiovirus E1; red-backed vole cardiovirus,ssRNA(+),vertebrates
Picornaviridae,Cardiovirus,Cardiovirus F,cardiovirus F1; grey-backed vole cardiovirus,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A1,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A2,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A3,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A4,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A5,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A6,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A7,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A8,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A9,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A10,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A11,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A12,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A13,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A14,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A15,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A16,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A17,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A18,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A19,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A20,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A21,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A22,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A23,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus A,cosavirus A24,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus B,cosavirus B1,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus D,cosavirus D1,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus D,cosavirus D2,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus D,cosavirus D3,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus D,cosavirus D4,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus D,cosavirus D5,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus E,cosavirus E1,ssRNA(+),vertebrates
Picornaviridae,Cosavirus,Cosavirus F,cosavirus F1,ssRNA(+),vertebrates
Picornaviridae,Erbovirus,Erbovirus A,erbovirus A1; equine rhinitis B virus 1,ssRNA(+),vertebrates
Picornaviridae,Erbovirus,Erbovirus A,equine rhinitis B virus 2,ssRNA(+),vertebrates
Picornaviridae,Erbovirus,Erbovirus A,equine rhinitis B virus 3,ssRNA(+),vertebrates
Picornaviridae,Hunnivirus,Hunnivirus A,hunnivirus A1; bovine hungarovirus,ssRNA(+),vertebrates
Picornaviridae,Hunnivirus,Hunnivirus A,hunnivirus A2; ovine hungarovirus 1,ssRNA(+),vertebrates
Picornaviridae,Hunnivirus,Hunnivirus A,hunnivirus A4; Norway rat hunnivirus,ssRNA(+),vertebrates
Picornaviridae,Hunnivirus,Hunnivirus A,hunnivirus A5,ssRNA(+),vertebrates
Picornaviridae,Hunnivirus,Hunnivirus A,hunnivirus A6,ssRNA(+),vertebrates
Picornaviridae,Hunnivirus,Hunnivirus A,hunnivirus A7,ssRNA(+),vertebrates
Picornaviridae,Hunnivirus,Hunnivirus A,hunnivirus A8,ssRNA(+),vertebrates
Picornaviridae,Hunnivirus,Hunnivirus A,hunnivirus A9,ssRNA(+),vertebrates
Picornaviridae,Malagasivirus,Malagasivirus A,malagasivirus A1; lesavirus 1,ssRNA(+),vertebrates
Picornaviridae,Malagasivirus,Malagasivirus B,malagasivirus B1; lesavirus 2,ssRNA(+),vertebrates
Picornaviridae,Marsupivirus,Marsupivirus A,marsupivirus A1; Burpengary virus,ssRNA(+),vertebrates
Picornaviridae,Mischivirus,Mischivirus A,mischivirus A1; Minopterus schreibersii picornavirus,ssRNA(+),vertebrates
Picornaviridae,Mischivirus,Mischivirus B,mischivirus B1; bat picornavirus,ssRNA(+),vertebrates
Picornaviridae,Mischivirus,Mischivirus C,mischivirus C1; African bat icavirus,ssRNA(+),vertebrates
Picornaviridae,Mischivirus,Mischivirus D,mischivirus D1; canine picornavirus,ssRNA(+),vertebrates
Picornaviridae,Mischivirus,Mischivirus E,mischivirus E1; Suncus murinus mischivirus,ssRNA(+),vertebrates
Picornaviridae,Mosavirus,Mosavirus A,mosavirus A1,ssRNA(+),vertebrates
Picornaviridae,Mosavirus,Mosavirus A,mosavirus A2,ssRNA(+),vertebrates
Picornaviridae,Mosavirus,Mosavirus B,mosavirus B1; marmot mosavirus,ssRNA(+),vertebrates
Picornaviridae,Mupivirus,Mupivirus A,mupivirus A1,ssRNA(+),vertebrates
Picornaviridae,Mupivirus,Mupivirus A,mupivirus A2,ssRNA(+),vertebrates
Picornaviridae,Senecavirus,Senecavirus A,senecavirus A1; Seneca Valley virus,ssRNA(+),vertebrates
Picornaviridae,Teschovirus,Teschovirus A,teschovirus A1; porcine teschovirus 1,ssRNA(+),vertebrates
Picornaviridae,Teschovirus,Teschovirus A,teschovirus A2; porcine teschovirus 2,ssRNA(+),vertebrates
Picornaviridae,Teschovirus,Teschovirus A,teschovirus A3; porcine teschovirus 3,ssRNA(+),vertebrates
Picornaviridae,Teschovirus,Teschovirus A,teschovirus A4; porcine teschovirus 4,ssRNA(+),vertebrates
Picornaviridae,Teschovirus,Teschovirus A,teschovirus A5; porcine teschovirus 5,ssRNA(+),vertebrates
Picornaviridae,Teschovirus,Teschovirus A,teschovirus A6; porcine teschovirus 6,ssRNA(+),vertebrates
Picornaviridae,Teschovirus,Teschovirus A,teschovirus A7; porcine teschovirus 7,ssRNA(+),vertebrates
Picornaviridae,Teschovirus,Teschovirus A,teschovirus A8; porcine teschovirus 8,ssRNA(+),vertebrates
Picornaviridae,Teschovirus,Teschovirus A,teschovirus A9; porcine teschovirus 9,ssRNA(+),vertebrates
Picornaviridae,Teschovirus,Teschovirus A,teschovirus A10; porcine teschovirus 10,ssRNA(+),vertebrates
Picornaviridae,Teschovirus,Teschovirus A,teschovirus A11; porcine teschovirus 11,ssRNA(+),vertebrates
Picornaviridae,Teschovirus,Teschovirus A,teschovirus A12; porcine teschovirus 12,ssRNA(+),vertebrates
Picornaviridae,Teschovirus,Teschovirus A,teschovirus A13; porcine teschovirus 13,ssRNA(+),vertebrates
Picornaviridae,Teschovirus,Teschovirus A,teschovirus A14; porcine teschovirus 14,ssRNA(+),vertebrates
Picornaviridae,Teschovirus,Teschovirus B,teschovirus B1,ssRNA(+),vertebrates
Picornaviridae,Teschovirus,Teschovirus B,teschovirus B2,ssRNA(+),vertebrates
Picornaviridae,Teschovirus,Teschovirus B,teschovirus B3,ssRNA(+),vertebrates
Picornaviridae,Torchivirus,Torchivirus A,torchivirus A1; tortoise picornavirus,ssRNA(+),vertebrates
Picornaviridae,Tottorivirus,Tottorivirus A,tottorivirus A1; swine picornavirus Japan,ssRNA(+),vertebrates
Picornaviridae,Anativirus,Anativirus A,anativirus A1; duck picornavirus,ssRNA(+),vertebrates
Picornaviridae,Anativirus,Anativirus B,anativirus B1; phacovirus,ssRNA(+),vertebrates
Picornaviridae,Boosepivirus,Boosepivirus A,boosepivirus A1,ssRNA(+),vertebrates
Picornaviridae,Boosepivirus,Boosepivirus B,boosepivirus B1,ssRNA(+),vertebrates
Picornaviridae,Boosepivirus,Boosepivirus B,boosepivirus B2,ssRNA(+),vertebrates
Picornaviridae,Boosepivirus,Boosepivirus C,boosepivirus C1,ssRNA(+),vertebrates
Picornaviridae,Diresapivirus,Diresapivirus A,diresapivirus A1,ssRNA(+),vertebrates
Picornaviridae,Diresapivirus,Diresapivirus B,diresapivirus B1,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,coxsackievirus A2,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,coxsackievirus A3,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,coxsackievirus A4,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,coxsackievirus A5,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,coxsackievirus A6,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,coxsackievirus A7,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,coxsackievirus A8,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,coxsackievirus A10,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,coxsackievirus A12,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,coxsackievirus A14,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,coxsackievirus A16,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,enterovirus A71,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,enterovirus A76,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,enterovirus A89,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,enterovirus A90,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,enterovirus A91,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,enterovirus A92,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,enterovirus A114,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,enterovirus A119,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,enterovirus A120,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,enterovirus A121,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,enterovirus A122; simian virus 19,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,enterovirus A123; simian virus 43,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,enterovirus A124; simian virus 46,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus A,enterovirus A125; baboon enterovirus A13,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,coxsackievirus B3,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,coxsackievirus B1,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,coxsackievirus B2,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,coxsackievirus B4,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,coxsackievirus B5,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,coxsackievirus B6,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,coxsackievirus A9,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 1,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 1; echovirus 8,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 2,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 3,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 4,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 5,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 6,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 7,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 9,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 11,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 12,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 13,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 14,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 15,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 16,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 17,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 18,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 19,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 20,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 21,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 24,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 25,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 26,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 27,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 29,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 30,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 31,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 32,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,echovirus 33,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B69,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B73,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B74,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B75,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B77,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B78,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B79,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B80,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B81,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B82,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B83,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B84,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B85,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B86,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B87,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B88,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B93,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B97,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B98,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B100,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B101,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B106,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B107,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B110,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B111,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B112,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B113,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus B,enterovirus B114; simian agent 5,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus C,poliovirus 1,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus C,poliovirus 1,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus C,poliovirus 2,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus C,poliovirus 2,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus C,poliovirus 3,ssRNA(+),vertebrates
Picornaviridae,Enterovirus,Enterovirus C,poliovirus 3,ssRNA(+),vertebrates
